id_of_tweet;tokens_by_Frequency
3021446434;"{ rt:19}; { citroenitalia:12}; { la:10}; { di:9}; { https:7}; { co:6}; { per:6}; { citroën:6}; { è:5}; { c3r5:5}; { al:4}; { rallyitaliasardegna:4}; { dsitalia:3}; { l:3}; { che:3}; { il:3}; { del:3}; { 100:3}; { con:3}; { peugeotitalia:3}; { specchio:3}; { luca:3}; { rossetti:3}; { e:3}; { eleonora:3}; { mori:3}; { pronta:3}; { giornata:3}; { gara:3}; { le:3}; { sono:2}; { ds7crossback:2}; { della:2}; { oltre:2}; { nostri:2}; { anni:2}; { inspired:2}; { molto:2}; { rally:2}; { delle:2}; { parigi:2}; { xv:2}; { sigla:2}; { nella:2}; { speciali:2}; { cir2019:2}; { 2:2}; { seconda:2}; { dal:2}; { c3:2}; "
633548507;"{ rt:20}; { valerio_scanu:17}; { storieitaliane:11}; { eleonoradaniele:9}; { di:8}; { e:6}; { il:5}; { pertuttelevolteche:5}; { https:5}; { per:4}; { una:4}; { co:4}; { 2010:3}; { che:3}; { da:3}; { su:3}; { storie_italiane:3}; { vittoria:3}; { non:3}; { sono:3}; { tutti:3}; { l:3}; { un:2}; { famiglia:2}; { del:2}; { sanremo:2}; { con:2}; { le:2}; { rai:2}; { ospiti:2}; { seguiteci:2}; { diecianni:2}; { gli:2}; { raiuno:2}; { sanremo2010:2}; { elisabettadelog:2}; { si:2}; { sempre:2}; { bello:2}; { dalla:2}; { laura_ganna:2}; { anno:2}; { dieci:2}; { anni:2}; { sanremorai:2}; { vederlo:2}; { anche:2}; { milly_carlucci:1}; { grazie:1}; { grande:1}; "
2983904932;"{ n:2}; { t:1}; { f:1}; { u:1}; "
3042187528;"{ rt:20}; { valerio_scanu:14}; { di:11}; { https:9}; { co:9}; { il:7}; { è:6}; { per:6}; { che:5}; { valerioscanu:3}; { sua:3}; { 2010:3}; { le:3}; { da:3}; { la:3}; { ilcantantemascherato:3}; { e:3}; { anomis_anomis70:2}; { al:2}; { famiglia:2}; { valerio:2}; { scanu:2}; { sabrinasalerno:2}; { auguri:2}; { compleanno:2}; { ad:2}; { buoncompleanno:2}; { tuo:2}; { sono:2}; { del:2}; { festival:2}; { sanremo:2}; { con:2}; { volta:2}; { vienidame:2}; { vienidamerai:2}; { esperienza:2}; { laltrofestival:2}; { gxpkayqklg:1}; { radiolattemiele:1}; { uscita:1}; { canto:1}; { natale:1}; { nuovo:1}; { disco:1}; { cantodinatale:1}; { lattemiele:1}; { radiolatte:1}; { un:1}; { grande:1}; "
2951285517;"{ rt:20}; { valerio_scanu:18}; { dieci:13}; { https:12}; { co:12}; { anni:7}; { gt:6}; { accanto:6}; { al:6}; { passo:6}; { tuo:6}; { 5ottobre2018:6}; { x:6}; { newalbum:6}; { natyloveyou:6}; { e:6}; { di:5}; { il:4}; { ho:4}; { vinto:4}; { primi:3}; { per:3}; { la:3}; { del:3}; { che:3}; { l:3}; { più:3}; { un:3}; { ospiti:2}; { 2010:2}; { mio:2}; { si:2}; { ha:2}; { con:2}; { non:2}; { sanremorai:2}; { nel:2}; { puoi:2}; { brava:2}; { taleequaleshow:2}; { ai:2}; { maestro:2}; { numero:2}; { 2008:1}; { mna7rezqat:1}; { 2009:1}; { v11ljk7w6n:1}; { diregiovani:1}; { achristmascarol:1}; { gessicanotaro:1}; "
704993843293331456;"{ rt:18}; { per:10}; { https:7}; { co:7}; { linoguanciale:7}; { un:6}; { il:6}; { di:6}; { valerio_scanu:6}; { e:6}; { che:6}; { è:4}; { la:3}; { si:3}; { gioia:3}; { mi:3}; { luglio:2}; { valerio:2}; { scanu:2}; { dentro:2}; { rs5:2}; { l:2}; { bene:2}; { buon:2}; { compleanno:2}; { colui:2}; { dalla:2}; { alla:2}; { melodia:2}; { non:2}; { grazie:2}; { ogni:2}; { tanto:2}; { da:2}; { le:2}; { così:2}; { elvira_serra:1}; { domani:1}; { comincia:1}; { bel:1}; { giretto:1}; { ci:1}; { vediamo:1}; { sardegna:1}; { lestelledicapogelsomino:1}; { 29:1}; { perdasdefogu:1}; { 30:1}; { uta:1}; { radiosiciliarse:1}; "
3027927352;"{ rt:18}; { de:17}; { https:13}; { co:13}; { lali:8}; { la:6}; { el:4}; { en:4}; { que:4}; { los:3}; { rojo:3}; { lo:3}; { para:3}; { pa:3}; { mi:3}; { del:2}; { selena:2}; { subió:2}; { su:2}; { playlist:2}; { sky:2}; { con:2}; { miguel:2}; { ángel:2}; { silvestre:2}; { ya:2}; { fecha:2}; { estreno:2}; { esta:2}; { si:2}; { te:2}; { skyrojo:2}; { nueva:2}; { serie:2}; { 000:2}; { lalioficial:2}; { youtubelalidina:2}; { bailo:2}; { hacer:2}; { team:2}; { ladrón:2}; { comenten:2}; { _lovetommo:1}; { lado:1}; { vida:1}; { siempre:1}; { yjpzwuecdk:1}; { povsouvenir:1}; { días:1}; { atrás:1}; "
2984400682;"{ rt:19}; { valerio_scanu:12}; { https:11}; { co:9}; { di:8}; { il:7}; { storie_italiane:6}; { raiuno:6}; { storieitaliane:5}; { eleonoradaniele:5}; { su:5}; { e:5}; { ci:5}; { da:5}; { affrontiamoci:5}; { per:4}; { nuovo:4}; { singolo:4}; { con:3}; { una:3}; { vienidamerai:3}; { caterinabalivo:3}; { un:3}; { valerio:3}; { scanu:3}; { ospiti:2}; { oggi:2}; { seguiteci:2}; { raiplay:2}; { famiglia:2}; { rai:2}; { insieme:2}; { sarà:2}; { grazie:2}; { vediamo:2}; { l:2}; { cristina_parodi:2}; { laprimavolta:2}; { dal:2}; { 26:2}; { aprile:2}; { radio:2}; { tanti:1}; { gli:1}; { diretta:1}; { migliavs:1}; { sdominella:1}; { mferraglioni:1}; { siamo:1}; { iosto:1}; "
422699535;"{ rt:15}; { valerio_scanu:9}; { https:8}; { co:8}; { il:6}; { è:6}; { di:5}; { che:5}; { la:4}; { valerio:4}; { buon:3}; { compleanno:3}; { mimì:3}; { della:3}; { le:3}; { sanremo_summer:3}; { per:3}; { affrontiamoci:3}; { scanu:3}; { e:3}; { un:3}; { mediasetplay:2}; { su:2}; { vi:2}; { milano:2}; { allmusicitalia:2}; { 2019:2}; { si:2}; { mia:2}; { vita:2}; { frase:2}; { luglio:2}; { rs5:2}; { l:2}; { colui:2}; { dalla:2}; { gioia:2}; { alla:2}; { melodia:2}; { cinziagenziana:1}; { scusate:1}; { disturbo:1}; { sto:1}; { seguendo:1}; { serie:1}; { mancano:1}; { degli:1}; { episodi:1}; { en8ch2b8hq:1}; { stasera:1}; "
832346968101888002;"{ https:20}; { co:19}; { di:10}; { valerio:8}; { scanu:8}; { la:7}; { il:6}; { l:6}; { è:5}; { youtube:4}; { valerio_scanu:4}; { un:3}; { una:3}; { concerto:3}; { e:3}; { rt:3}; { per:2}; { leggi:2}; { qui:2}; { articolo:2}; { de:2}; { unionesarda:2}; { al:2}; { con:2}; { che:2}; { cantante:2}; { mascherato:2}; { del:2}; { dei:2}; { natale:2}; { christmas:2}; { edition:2}; { venuto:2}; { mattino5:2}; { 7ficbqyu9n:1}; { via:1}; { allmusicitalia:1}; { 24:1}; { 04:1}; { 2016:1}; { mia:1}; { faccia:1}; { nuova:1}; { finalmente:1}; { piove:1}; { tour:1}; { 71tmo5cmkd:1}; { italian:1}; { allstars:1}; { 4:1}; "
251194177;"{ rt:20}; { valerio_scanu:15}; { raiuno:11}; { storie_italiane:11}; { storieitaliane:9}; { di:7}; { eleonoradaniele:6}; { un:5}; { https:5}; { co:5}; { il:5}; { guarda:4}; { sanremo2019:4}; { e:4}; { per:4}; { carolynsmith:4}; { con:3}; { la:3}; { 1:3}; { sanremorai:2}; { blogsocialtv1:2}; { ieri:2}; { prima:2}; { 000:2}; { sanremo:2}; { ingridmucci:2}; { lucarosini2:2}; { su:2}; { tozzi:2}; { raf:2}; { che:2}; { adoro:2}; { danysca22:2}; { ospiti:2}; { nicola_di_bari:1}; { dietro:1}; { le:1}; { quinte:1}; { del:1}; { programma:1}; { ho:1}; { incontrato:1}; { ragazzo:1}; { fraversion:1}; { federicapaper:1}; { thetrueshade:1}; { huuqckya:1}; { boom:1}; { ascolti:1}; { ha:1}; "
470253363;"{ rt:20}; { https:8}; { co:8}; { non:7}; { e:6}; { l:6}; { che:6}; { la:4}; { per:4}; { un:4}; { il:4}; { punti:3}; { questo:3}; { ha:3}; { samuele:3}; { the:3}; { quando:3}; { arte:3}; { colpisce:3}; { devi:3}; { fare:3}; { rumore:3}; { amici20:3}; { dopo:2}; { 43:2}; { 19:2}; { partite:2}; { con:2}; { ho:2}; { 4:2}; { si:2}; { oggi:2}; { da:2}; { sta:2}; { milan:2}; { simonecristao:2}; { possiamo:2}; { direttamente:2}; { nuovo:2}; { peularis:2}; { mio:2}; { amico:2}; { mi:2}; { insegnato:2}; { ti:2}; { sono:2}; { m:2}; { andreamoffa:1}; { critiche:1}; { pioli:1}; "
id_of_tweet;tokens_by_Frequency
1132402733045100544;"{ rt:16}; { https:5}; { co:5}; { hizbkkhan:4}; { pittsportmomma:3}; { us:3}; { to:3}; { policy:3}; { exposetwitter:3}; { chopanzee:2}; { freedom3wwgiwga:2}; { driver:2}; { secret:2}; { service:2}; { truly:2}; { ve:2}; { time:2}; { please:2}; { zibalady1:2}; { amp:2}; { watch:2}; { like:2}; { video:2}; { re:2}; { trump:2}; { foreign:2}; { interests:2}; { racism:2}; { this:2}; { the:2}; { ever:2}; { biden:2}; { a:2}; { yes:1}; { greer:1}; { entire:1}; { plot:1}; { zk6evgbqgh:1}; { jfk:1}; { shot:1}; { his:1}; { hjvxl6jnkd:1}; { drsawbones:1}; { sdmsnews:1}; { thejusticedept:1}; { fbijackson:1}; { justice:1}; { c:1}; { mississippi:1}; { compounding:1}; "
959285851875196928;"{ rt:19}; { trump:6}; { biden:5}; { you:3}; { t:3}; { the:3}; { s:3}; { 77x0x77:2}; { gianis_1:2}; { joelmarqq:2}; { moodav47:2}; { phillyfan1221:2}; { toniw67:2}; { 2majzoobi:2}; { bfes56:2}; { akusafvet:2}; { lisapurdue2:2}; { st22r:2}; { https:2}; { co:2}; { our:2}; { press:2}; { news:2}; { day:2}; { will:2}; { last:2}; { charliekirk11:2}; { national:2}; { joshdcaplan:2}; { realmattcouch:2}; { voted:2}; { a:2}; { those:2}; { donald:2}; { week:2}; { said:2}; { svrowm5pr6:1}; { engthing9:1}; { duffyusa:1}; { donaldjtrumpjr:1}; { dc:1}; { hotel:1}; { open:1}; { dcpd:1}; { strange:1}; { wonderful:1}; { amp:1}; { totally:1}; { unbiased:1}; { corps:1}; "
1199768132832776193;"{ rt:17}; { kk131066:17}; { amp:9}; { trump:8}; { t:8}; { nojusticenounity:7}; { gopseditioustraitors:6}; { must:6}; { nojusticenohealing:5}; { the:5}; { problems:5}; { unity:4}; { traitors:4}; { nojusticenopeace:4}; { arresttrumpnow:3}; { make:3}; { justice:3}; { crime:3}; { a:3}; { https:3}; { co:3}; { system:2}; { ask:2}; { coupattempt:2}; { is:2}; { restore:2}; { ruleoflaw:2}; { face:2}; { arresttrump:2}; { can:2}; { not:2}; { you:2}; { works:2}; { people:2}; { respect:2}; { other:2}; { common:2}; { goal:2}; { know:2}; { racist:2}; { want:2}; { laws:2}; { logic:2}; { loopholes:2}; { pretending:2}; { there:2}; { go:2}; { away:2}; { no:2}; { heard:1}; "
22663306;"{ rt:19}; { biden:9}; { https:8}; { co:8}; { joe:4}; { ice:3}; { agents:3}; { ordered:3}; { free:3}; { illegal:3}; { aliens:3}; { custody:3}; { insulin:3}; { look:3}; { ll:3}; { you:3}; { mad:3}; { release:2}; { trump:2}; { price:2}; { millions:2}; { fadde:2}; { americans:2}; { healthcare:2}; { getting:2}; { every:2}; { mexico:2}; { those:2}; { voted:2}; { win:2}; { people:2}; { all:2}; { s:2}; { jackposobiec:2}; { the:2}; { loudobbs:1}; { immediate:1}; { election:1}; { consequences:1}; { r:1}; { realdailywire:1}; { stops:1}; { order:1}; { slash:1}; { epipen:1}; { o0kkzwpfdt:1}; { jtayfn6z6g:1}; { franklin_graham:1}; { world:1}; { distressed:1}; "
1049162319941517312;"{ n:2}; { t:1}; { f:1}; { u:1}; "
2449913803;"{ rt:11}; { trump:7}; { https:5}; { co:5}; { fox:3}; { democrats:3}; { supporters:3}; { president:3}; { cancel:3}; { m:3}; { do:2}; { have:2}; { all:2}; { million:2}; { msm:2}; { an:2}; { republican:2}; { biden:2}; { the:2}; { know:2}; { a:2}; { you:2}; { republicans:2}; { recommendation:1}; { eliminate:1}; { anything:1}; { including:1}; { nation:1}; { news:1}; { app:1}; { device:1}; { media:1}; { whipped:1}; { panic:1}; { virus:1}; { 6:1}; { deaths:1}; { strictly:1}; { due:1}; { covid:1}; { sick_diablo:1}; { 4:1}; { dems:1}; { handcuffed:1}; { arrested:1}; { selling:1}; { votes:1}; { bribes:1}; { fcxdswmccs:1}; { 125lolalola:1}; "
823238304183283712;"{ rt:14}; { https:10}; { co:10}; { biden:7}; { joebiden:5}; { daveschreiber3:3}; { trump:3}; { a:2}; { joe:2}; { buyers:2}; { remorse:2}; { already:2}; { worst:2}; { president:2}; { illegitimate:2}; { well:2}; { ever:2}; { unions:2}; { endorsed:2}; { perspicaciousxy:2}; { impeachbidennow:2}; { susanstjames3_:2}; { saracarterdc:2}; { kosunbound:2}; { t:2}; { million:2}; { followers:2}; { eetee09:1}; { sidneyforvp2024:1}; { saundersm3901:1}; { epochtimes:1}; { absolutely:1}; { ryanafournier:1}; { noticed:1}; { democrat:1}; { cities:1}; { lifting:1}; { lockdowns:1}; { allowing:1}; { indoor:1}; { dining:1}; { days:1}; { biglance111:1}; { ill:1}; { pro:1}; { union:1}; { p0plqpcx1h:1}; { sheilaclark122:1}; { let:1}; { whole:1}; "
1214687241961791489;"{ rt:11}; { michaeljfell:4}; { https:4}; { co:4}; { karlespo:3}; { bring:2}; { amp:2}; { mother:2}; { gop:2}; { trump:2}; { the:2}; { wins:2}; { your:2}; { illmortaldeity:1}; { kjdtypes:1}; { lol:1}; { ignorantego:1}; { do:1}; { feel:1}; { democrats:1}; { dignity:1}; { honor:1}; { right:1}; { thing:1}; { sensanders:1}; { youre:1}; { obviously:1}; { know:1}; { bernard:1}; { otherwise:1}; { surely:1}; { would:1}; { aborted:1}; { hideo:1}; { cguozepbwm:1}; { mfggabe:1}; { someone:1}; { fact:1}; { check:1}; { please:1}; { sarcasm:1}; { ip7j5ji1i4:1}; { yesterday:1}; { ivankatrump:1}; { attorney:1}; { general:1}; { william:1}; { barr:1}; { visited:1}; { atlanta:1}; "
717363629847396352;"{ rt:12}; { jordansview1:8}; { https:6}; { co:6}; { the:6}; { america:5}; { amp:5}; { patriots:4}; { rodhillis3:4}; { stxvbz:3}; { love:3}; { following:3}; { lindamu9:3}; { abd130usa22nq:3}; { nation:3}; { truths:3}; { biden:2}; { he:2}; { starkrob21:2}; { rick_cav:2}; { 4mimi2011:2}; { digi11111:2}; { wzh58hfgl2mvsv1:2}; { realwolf72:2}; { be:2}; { trump:2}; { great:2}; { to:2}; { such:2}; { powers:2}; { men:2}; { lareginanyfl:1}; { encourage:1}; { americans:1}; { believe:1}; { want:1}; { support:1}; { first:1}; { stop:1}; { shopping:1}; { bedbathbeyond:1}; { hopecircuit:1}; { gg4hm3nftj:1}; { 8lv6hopljz:1}; { talk:1}; { wants:1}; { unity:1}; { long:1}; { dems:1}; { persist:1}; "
1197209917972762625;"{ rt:15}; { https:9}; { co:9}; { reportsdanews:7}; { katibug817:4}; { trump:3}; { the:3}; { press:3}; { conference:3}; { bernie:3}; { jcjax13:2}; { breaking:2}; { news:2}; { chuck:2}; { schumer:2}; { a:2}; { kcb1926:2}; { crashing:2}; { trudeau:2}; { canadian:2}; { humour:2}; { nicely:2}; { done:2}; { pwjazctres:2}; { nyota_nuru:1}; { senate:1}; { floor:1}; { donald:1}; { john:1}; { incited:1}; { erection:1}; { insurrection:1}; { un:1}; { maxinef37355979:1}; { guagsgpze8:1}; { insidereporter1:1}; { ttpk5v1t0c:1}; { logic_triumphs:1}; { same:1}; { people:1}; { complaining:1}; { joe:1}; { biden:1}; { 10:1}; { 000:1}; { watch:1}; { never:1}; { said:1}; { word:1}; { owing:1}; "
892128385492697088;"{ rt:17}; { co:5}; { https:4}; { time:3}; { love:3}; { justice:3}; { be:3}; { s:3}; { the:3}; { just_renear:3}; { department:2}; { capitol:2}; { trump:2}; { ask:2}; { christogrozev:2}; { are:2}; { go:2}; { yosohabyee:2}; { going:2}; { fuckin:2}; { a:2}; { elizaorlins:2}; { guy:2}; { zen4ever2us:2}; { quantumxparadox:2}; { ilhanmn:2}; { of:2}; { you:2}; { yet:2}; { lied:2}; { beschlossdc:1}; { day:1}; { one:1}; { cover:1}; { new:1}; { magazine:1}; { hrdmiulxzp:1}; { rayofliteindark:1}; { incredibly:1}; { beautiful:1}; { wave:1}; { grandpasnarky:1}; { fbi:1}; { debate:1}; { charging:1}; { rioters:1}; { energize:1}; { perpetuate:1}; { greater:1}; { hagukh:1}; "
940667507349716992;"{ rt:2}; { savingamerica4u:1}; { check:1}; { out:1}; { beto:1}; { rourke:1}; { campaign:1}; { staffer:1}; { accused:1}; { rape:1}; { wait:1}; { s:1}; { dem:1}; { rep:1}; { sheila:1}; { jackson:1}; { lee:1}; { f:1}; { bobnotbot:1}; { dailycaller:1}; { left:1}; { believes:1}; { are:1}; { w:1}; { sin:1}; { total:1}; { hypocrisy:1}; { very:1}; { ignorant:1}; "
1085010463128195073;"{ rt:12}; { w_terrence:10}; { amp:9}; { https:7}; { co:7}; { a:5}; { be:5}; { pop:4}; { want:4}; { corn:3}; { next:3}; { biden:3}; { realdonaldtrump:3}; { the:3}; { president:3}; { m:3}; { omar:3}; { apologize:2}; { daahmom:2}; { man:2}; { lilysnana2013:2}; { my:2}; { patriot:2}; { friends:2}; { watch:2}; { rice:2}; { crispies:2}; { snap:2}; { crackle:2}; { ei3ef3nctd:2}; { people:2}; { trump:2}; { squad:2}; { s:2}; { every:2}; { racist:2}; { that:2}; { suspended:2}; { rep:2}; { absence:1}; { here:1}; { family:1}; { going:1}; { lot:1}; { right:1}; { need:1}; { keep:1}; { fi:1}; { kiz6ub6tm8:1}; { seraphxeno:1}; "
1029902668964290560;"{ rt:15}; { ecomemory1:15}; { isaiah:15}; { the:13}; { they:7}; { 5:6}; { https:5}; { co:5}; { via:5}; { youtube:5}; { ye:5}; { shall:5}; { their:5}; { 1:4}; { 3:3}; { righteous:3}; { it:3}; { well:3}; { him:3}; { doings:3}; { woe:3}; { unto:3}; { that:3}; { daily:2}; { devotional:2}; { sackcloth:2}; { ashes:2}; { biden:2}; { inauguration:2}; { full:2}; { story:2}; { hrzx5eum5j:2}; { 10:2}; { say:2}; { eat:2}; { fruit:2}; { 2:2}; { therefore:2}; { thy:2}; { people:2}; { 23:2}; { evil:2}; { good:2}; { darkness:2}; { light:2}; { in:2}; { lord:2}; { will:2}; { staying:1}; { young:1}; "
1206274647488000000;"{ https:16}; { co:16}; { rt:4}; { u:2}; { n:2}; { stimulus:2}; { deal:2}; { nevada:2}; { s:2}; { the:2}; { look:2}; { crazy:1}; { crook:1}; { needs:1}; { deported:1}; { r7rmeehmkj:1}; { r:1}; { correct:1}; { z8yfmywa90:1}; { bi4ojxn8qd:1}; { oh:1}; { boy:1}; { michigan:1}; { trouble:1}; { rotqe3yoik:1}; { markyoungtruth:1}; { is:1}; { leaving:1}; { people:1}; { benghazi:1}; { die:1}; { it:1}; { stop:1}; { amen:1}; { w9mvhb5z0i:1}; { in6qotjhwk:1}; { chizmaga:1}; { instead:1}; { celebrating:1}; { new:1}; { re:1}; { sitting:1}; { holding:1}; { breath:1}; { waiting:1}; { find:1}; { how:1}; { democrats:1}; { goal:1}; { iae1zt4yt0:1}; "
290054616;"{ https:7}; { co:7}; { rt:7}; { qmagamike:5}; { farright1_2:5}; { eg4usa:5}; { dfbharvard:5}; { cnbc:3}; { the:3}; { w_hat1:3}; { bussard_ed:3}; { ne_bill1:3}; { dontabort:3}; { helper2:3}; { face:2}; { mask:2}; { mandate:2}; { am:2}; { see:2}; { a:2}; { got:2}; { dbargen:2}; { 3:2}; { redpillbm:2}; { drdeplorable60:2}; { amp:2}; { npr:1}; { you:1}; { noticed:1}; { subtle:1}; { change:1}; { call:1}; { national:1}; { federal:1}; { ozrr7fq0ui:1}; { anxious:1}; { 2020:1}; { data:1}; { state:1}; { tax:1}; { revenues:1}; { guess:1}; { revenue:1}; { higher:1}; { 2019:1}; { ques:1}; { axpxjtgrvj:1}; { looks:1}; { like:1}; { super:1}; "
64782523;"{ https:7}; { rt:7}; { co:6}; { president:4}; { done:4}; { 47:4}; { ve:4}; { my:3}; { all:3}; { revkeithbritt:3}; { trump2020:3}; { pray:3}; { christian:3}; { preacherspatriots:3}; { trump:3}; { the:3}; { message:2}; { preacher:2}; { tread:2}; { me:2}; { americafirst:2}; { praying:2}; { biden:2}; { keepamericagreat:2}; { months:2}; { you:2}; { years:2}; { amen:2}; { says:2}; { seen:2}; { debate:2}; { t:2}; { in:2}; { follow:1}; { link:1}; { latest:1}; { thank:1}; { twitter:1}; { family:1}; { god:1}; { bless:1}; { hqdtkigvhw:1}; { c:1}; { cpyeq2rqqz:1}; { garrettclif:1}; { hershel:1}; { walker:1}; { former:1}; { star:1}; { running:1}; "
101310094;"{ rt:5}; { going:3}; { joe:2}; { biden:2}; { corrupt:2}; { were:2}; { a:2}; { amp:2}; { dc:2}; { debate:2}; { kirstiealley:1}; { meow:1}; { only:1}; { paid:1}; { much:1}; { attention:1}; { alleged:1}; { business:1}; { dealings:1}; { tv:1}; { show:1}; { was:1}; { rated:1}; { kelleyashbypaul:1}; { politico:1}; { confronted:1}; { protestors:1}; { circled:1}; { hateful:1}; { mob:1}; { shouting:1}; { vile:1}; { expletives:1}; { preve:1}; { joedelfino7:1}; { https:1}; { co:1}; { vg3wt1ycbj:1}; { they:1}; { u:1}; { distracted:1}; { masks:1}; { covid:1}; { ghislain:1}; { documents:1}; { lists:1}; { dozens:1}; { dem:1}; { rep:1}; { po:1}; "
791773970034888704;"{ rt:16}; { https:8}; { co:8}; { keep:5}; { trump:4}; { the:4}; { catturd2:3}; { calling:3}; { ever:3}; { president:3}; { help:2}; { new:2}; { media:2}; { kicks:2}; { national:2}; { censorship:2}; { america:2}; { taking:2}; { back:2}; { us:2}; { bye:2}; { t:2}; { antifa:2}; { nyc:2}; { gatewaypundit:2}; { okay:1}; { investors:1}; { start:1}; { my:1}; { social:1}; { site:1}; { litter:1}; { tweets:1}; { f:1}; { lindseygrahamsc:1}; { i:1}; { wouldn:1}; { run:1}; { won:1}; { support:1}; { coward:1}; { sebgorka:1}; { insurrection:1}; { speakerpelosi:1}; { av1mlkqitw:1}; { blessusa45:1}; { deltaairlines:1}; { supporters:1}; { unitedairlines:1}; { singing:1}; "
860654500431880192;"{ rt:14}; { https:7}; { co:7}; { thomaskaine5:7}; { reality:6}; { winner:6}; { danger:6}; { trump:6}; { freerealitywinnernow:4}; { in:4}; { the:3}; { gop:3}; { channel:2}; { kids:2}; { blueheartedly:2}; { remain:2}; { biden:2}; { insurrectionists:2}; { bringrealityhome:2}; { please:2}; { ask:2}; { help:2}; { russia:2}; { she:2}; { whistle:2}; { million:2}; { a:2}; { designationsix:1}; { family:1}; { friendly:1}; { walt:1}; { disney:1}; { studios:1}; { pays:1}; { fox:1}; { news:1}; { advertise:1}; { wants:1}; { cages:1}; { tell:1}; { love:1}; { injection:1}; { covid:1}; { vaccine:1}; { being:1}; { called:1}; { fauci:1}; { ouchi:1}; { thousands:1}; { national:1}; "
43784241;"{ capricorn:11}; { https:11}; { co:11}; { y4dp1rpxni:9}; { for:8}; { the:7}; { rt:6}; { s:4}; { a:4}; { today:3}; { time:3}; { your:3}; { more:3}; { t:3}; { going:2}; { what:2}; { even:2}; { work:2}; { y4dp1rymvk:2}; { fardog57:2}; { political:2}; { would:2}; { theleoterrell:2}; { hound:2}; { impeachment:2}; { get:2}; { l:2}; { i:2}; { you:2}; { give:1}; { could:1}; { make:1}; { major:1}; { progr:1}; { tough:1}; { balancing:1}; { act:1}; { between:1}; { brin:1}; { lot:1}; { plate:1}; { may:1}; { lit:1}; { was:1}; { last:1}; { flexed:1}; { creative:1}; { muscles:1}; { 4:1}; { got:1}; "
138889809;"{ rt:13}; { the:5}; { s:4}; { https:3}; { co:3}; { biden:3}; { workers:3}; { is:3}; { lt:2}; { gt:2}; { hah:2}; { find:2}; { never:2}; { ranger:2}; { amazon:2}; { want:2}; { voting:2}; { mail:2}; { realcandaceo:2}; { fauci:2}; { emeriticus:2}; { t:2}; { donating:2}; { hats:2}; { only:2}; { people:2}; { zerohedge:1}; { new:1}; { law:1}; { allows:1}; { china:1}; { coast:1}; { guard:1}; { fire:1}; { foreign:1}; { vessels:1}; { d5p0hcjxq8:1}; { marcorandazza:1}; { aaaahahahhahahahha:1}; { deep:1}; { breath:1}; { aahhhahahahahahahahahaha:1}; { clutches:1}; { stomach:1}; { aaaaaahahahahahaha:1}; { ianmsc:1}; { re:1}; { finally:1}; { starting:1}; { see:1}; "
974498490762973190;"{ rt:14}; { jackposobiec:4}; { https:4}; { co:4}; { a:3}; { seattle:3}; { azgop:3}; { chuckcallesto:3}; { people:2}; { new:2}; { w_terrence:2}; { well:2}; { will:2}; { domestic:2}; { please:2}; { cnn:2}; { kyunglahcnn:2}; { do:2}; { voting:2}; { really:2}; { breaking:2}; { saracarterdc:2}; { biden:2}; { errolwebber:2}; { the:2}; { chairwoman:2}; { alexsalvinews:2}; { mrandyngo:1}; { destroy:1}; { property:1}; { protests:1}; { arrested:1}; { prosecuted:1}; { policy:1}; { announced:1}; { police:1}; { said:1}; { taking:1}; { screenshots:1}; { calling:1}; { terrorist:1}; { be:1}; { sued:1}; { defamation:1}; { save:1}; { mental:1}; { health:1}; { patient:1}; { career:1}; { politician:1}; "
3086902329;"{ https:13}; { co:13}; { rt:11}; { president:3}; { katdt45:3}; { one:3}; { trump:3}; { all:2}; { 4yrstoday:2}; { give:2}; { m:2}; { good:2}; { schumer:2}; { donald:2}; { john:2}; { erection:2}; { the:2}; { you:2}; { ice:1}; { agents:1}; { ordered:1}; { free:1}; { illegal:1}; { aliens:1}; { custody:1}; { release:1}; { 7maid6tbzo:1}; { via:1}; { breitbartnews:1}; { jsolomonreports:1}; { new:1}; { federal:1}; { tax:1}; { number:1}; { miles:1}; { drive:1}; { incoming:1}; { transportation:1}; { secretary:1}; { buttigieg:1}; { likes:1}; { idea:1}; { th:1}; { ms_erika74:1}; { f:1}; { fraud:1}; { grade:1}; { biden:1}; { first:1}; { couple:1}; "
825948698;"{ rt:20}; { the:9}; { https:7}; { co:5}; { cnn:3}; { kids:2}; { essential:2}; { fbi:2}; { national:2}; { guard:2}; { dc:2}; { right:2}; { not:2}; { no:2}; { one:2}; { desert:2}; { rsbnetwork:2}; { don:2}; { code:2}; { gofaithstrong:2}; { god:2}; { be:2}; { we:2}; { fuctupmike:1}; { remember:1}; { re:1}; { crazy:1}; { thinking:1}; { antifa:1}; { started:1}; { type:1}; { trouble:1}; { capitol:1}; { building:1}; { even:1}; { though:1}; { rpoconnor:1}; { legal:1}; { 60:1}; { persons:1}; { filming:1}; { movie:1}; { hamilton:1}; { illegal:1}; { non:1}; { 6:1}; { playing:1}; { contact:1}; { shinn:1}; { kellytx2:1}; "
