id_of_tweet;tokens
14206115;['business', 'long', 'incite', 'erection', 'think', 'people', 'issue', 'back', 'door', 'tuftsgrandma', 'cnn', 'speakerpelosi', 'congressdotgov', 'fbi', 'fbiwfo', 'law', 'apply', 'everyone', 'mean', 'nothing', 'trum', 'http', 'co', '270sdg2xkl', 'tuftsgrandma', 'cnn', 'speakerpelosi', 'congressdotgov', 'fbi', 'fbiwfo', 'think', 'watched', 'told', 'everyone', 'p', 'http', 'co', 'uaqyjs72yc', 'wonderking82', 'saying', 'blm', 'movement', 'crook', 'marina_rocha_27', 'cnn', 'insert', 'thing', 'offended', 'crowd', 'vicious', 'tpq1382', 'cnn', 'sooner', 'lucabrewster', 'alex_garcia201', 'cnn', 'needing', 'google', 'work', 'chappy_ace', 'mrsvertiz', 'cnn', 'nearing', 'http', 'co', '3nelgx4hrl', 'mcizzy1961', 'dasdamywa', 'cnn', 'saying', 'he', 'guilty', 'different', 'opinion', 'thought', 'trump', 'http', 'co', 'qjjnjqbzpv', 'eucalypso1021', 'breitbartnews', 'unless', 'woke', 'liberal', 'cry', 'racism', 'sexism', 'ism', 'really', 'fine', 'dasdamywa', 'mcizzy1961', 'cnn', 'awful', 'lot', 'caring', 'going', 'dasdamywa', 'mcizzy1961', 'cnn', 'care', 'enough', 'keep', 'typing', 'http', 'co', 'phggo134uz', 'mcizzy1961', 'dasdamywa', 'cnn', 'trump', 'guilty', 'incitement', 'every', 'democrat', 'supported', 'blm', 'antifa', 'r', 'http', 'co', 'glsarpzhlv', 'mcizzy1961', 'dasdamywa', 'cnn', 'tweet', 'particular', 'referring', 'dasdamywa', 'mcizzy1961', 'cnn', 'still', 'typing', 'instead', 'caring', 'tuftsgrandma', 'cnn', 'speakerpelosi', 'congressdotgov', 'fbi', 'fbiwfo', 'trump', 'incited', 'violence', 'democrat', 'http', 'co', 'zwyhdtv5mp', 'cnn', 'really', 'big', 'cnn', 'bombshell', 'trump', 'given', 'mac', 'pro', 'apple', 'ceo', 'truly', 'amazing', 'dasdamywa', 'mcizzy1961', 'cnn', 'never', 'gotcha', 'thanks', 'tuftsgrandma', 'cnn', 'speakerpelosi', 'congressdotgov', 'worried', 'evidence', 'weak', 'withstand', 'proper', 'de', 'http', 'co', 'u89xjnpzaz', 'dasdamywa', 'mcizzy1961', 'cnn', 'republican', 'start', 'impeachment', 'without', 'evidence', 'time', 'prepare', 'ill', 'wait']
1079429091546316800;['rt', 'ordinary1world', 'parlor', 'possibly', 'financed', 'russia', 'shit', 'rt', 'jsavite', 'http', 'co', 'n6gxrluqsy', 'rt', 'donwinslow', 'impeachable', 'nothing', 'impeachable', 'let', 'senator', 'know', 'vote', 'impeachment', 'rt', 'vespertilioajr', 'nikkihaley', 'trump', 'tough', 'china', 'russia', 'complete', 'nonsense', 'american', 'farmer', 'paid', 'trump', 'failed', 'tariff', 'rt', 'buitengebieden_', 'watch', 'enjoy', 'sound', 'http', 'co', 'uk7bqhlc0y', 'rt', 'debramessing', 'fbi', 'dare', 'even', 'consider', 'arresting', 'insurrectionist', 'burden', 'court', 'repjayapal', 'rt', 'miafarrow', '1947', 'new', 'york', 'city', 'vaccinated', '5', 'million', 'ppl', '2', 'week', 'rt', 'stonekettle', 'politician', 'want', 'keep', 'filibuster', 'one', 'want', 'keep', 'electoral', 'college', 'reaso', 'rt', 'radiofreetom', 'amplify', 'david', 'excellent', 'analogy', 'let', 'explain', 'thing', 'russia', 'joe', 'biden', 'rt', 'bjwinnerdavis', 'time', 'turn', 'support', 'realitywinner', 'action', 'please', 'sign', 'petition', 'joebiden', 'release', 'h', 'rt', 'blackcatunloads', 'meet', 'serial', 'liar', 'kevin', 'mccarthy', 'gop', 'leader', 'u', 'house', 'representative', 'thought', 'fake', 'news', 'rt', 'donwinslow', 'many', 'domestic', 'terrorist', 'stormed', 'capitol', 'receiving', 'minor', 'charge', 'light', 'bail', 'bail', 'amp', 'rt', 'sethabramson', 'big', 'lie', 'become', '2020s', 'lost', 'cause', 'late', '19th', 'century', 'vile', 'falsehood', 'trump', 'w', 'rt', 'vockewi', '400', '000', 'veteran', 'buried', 'arlington', 'national', 'cemetery', 'property', 'confiscated', 'robert', 'e', 'lee', 'treason', 'rt', 'dknight10k', 'breaking', 'tom', 'cotton', 'say', 'also', 'power', 'ranger', 'rt', 'medicvet68', 'hunreds', 'arrested', 'fbi', 'shock', 'disbelief', 'thought', 'dear', 'leader', 'going', 'stand', 'behind', 'lawless', 'ac', 'rt', 'tobymorton', 'http', 'co', '0ohcvdizae', 'rt', 'repkatieporter', 'told', 'sruhle', 'oversight', 'partisan', 'congressmembers', 'duty', 'hold', 'every', 'administration', 'accountable', 'rt', 'amy_siskind', 'kevin', 'mccarthy', 'worst', 'republican', 'house', 'leader', 'seen', 'lifetime', 'weak', 'spineless', 'man', 'rt', 'georgetakei', 'love', 'http', 'co', 'z0bz7iv6mw']
2844435437;['rt', 'teapainusa', 'take', 'zero', 'tolerance', 'policy', 'insurrection', 'rest', 'assured', 'happen', 'upcomin', 'impeachment', 'tria', 'rt', 'risefortheworld', 'lift', 'voice', 'young', 'people', 'want', 'build', 'better', 'world', 'one', 'expressed', 'better', 'w', 'rt', 'mcfaul', 'explosion', 'violent', 'profane', 'tweet', 'russian', 'troll', 'well', 'harsh', 'reaction', 'russian', 'government', 'official', 'rt', 'warnockwarrior', 'mcfaul', 'watch', 'video', 'must', 'know', 'truth', 'russian', 'government', 'trying', 'hide', 'freerussia', 'freenav', 'rt', 'rexchapman', 'pamela', 'brown', 'kentucky', 'homegirl', 'daughter', 'john', 'brown', 'late', 'phyllis', 'george', 'go', 'well', 'fo', 'rt', 'mcfaul', 'awed', 'bravery', 'russian', 'citizen', 'today', 'rt', 'mcfaul', 'dima', '6', 'year', 'banned', 'country', 'govt', 'fear', 'might', 'say', 'russian', 'rusty', 'rt', 'warnockwarrior', 'drericding', 'mama_c2', 'repscottperry', 'patriotsperry', 'watch', 'video', 'must', 'know', 'truth', 'russian', 'governm', 'rt', 'drericding', 'breaking', 'nyt', 'report', 'right', 'wing', 'pa', 'congressman', 'repscottperry', 'played', 'key', 'role', 'trump', 'plot', 'oust', 'acting', 'att', 'rt', 'stevendeknight', 'republican', 'miscreant', 'nothing', 'rt', 'joyce_karam', 'breaking', 'prompt', 'statement', 'biden', 'administration', 'russia', 'protest', 'condemning', 'harsh', 'tactic', 'crackdown', 'detention', 'rt', 'kimmasters', 'election', 'matter', 'much', 'rt', 'mcpli', 'congressman', 'scott', 'perry', 'pa', '10', 'emerges', 'key', 'figure', 'effort', 'acting', 'attorney', 'general', 'jeffrey', 'rosen', 'fired', 'part', 'rt', 'warnockwarrior', 'caslernoel', 'ijreilly4', 'watch', 'video', 'must', 'know', 'truth', 'russian', 'government', 'trying', 'hide', 'free', 'almost', 'year', 'pandemic', 'amp', 'within', 'day', 'biden', 'inauguration', 'simple', 'message', 'please', 'pas', 'http', 'co', '7ndisata98', 'rt', 'stevenbeschloss', 'country', 'faced', 'violent', 'insurrection', 'triggered', 'incited', 'wh', 'occupant', 'even', 'horrific', 'rt', 'rickchaptertwo', 'point', 'believe', 'anything', 'republican', 'say', 'help', 'gave', 'every', 'chance', 'world', 'rt', 'vegix', 'delegate', 'dave', 'larock', 'drunk', 'job', 'psst', 'hey', 'fbi', 'apparently', 'one', 'rioting', 'racist', 'republican', 'terroris', 'rt', 'greenpeaceusa', 'john', 'kerry', 'warns', 'world', 'mark', 'tackling', 'climate', 'crisis', 'coal', 'power', 'need', 'phased', '5x', 'faster', 'rt', 'vegix', 'must', 'put', 'coal', 'rearview', 'mirror', 'energy', 'transition', 'journey']
3318543460;['today', 'verseoftheday', 'artwork', 'logo', 'http', 'co', '0liuxkhacg', 'fool', 'shame', 'fool', 'twice', 'shame', 'http', 'co', 's4ztav2k6c', 'http', 'co', 'psjd95jqro', 'rt', 'jesus_philo', 'let', 'heart', 'troubled', 'believe', 'god', 'believe', 'also', 'http', 'co', '2tadrb2urq', 'stream', 'desert', '1', '20', 'every', 'person', 'every', 'nation', 'must', 'take', 'lesson', 'god', 'school', 'adversity', 'http', 'co', 'ctw7dw6o8l', 'rt', 'elle_eff247', 'goodnight', 'http', 'co', 'hhavvmtcuu', 'rt', 'elle_eff247', '10', 'hopeful', 'verse', 'uncertain', 'future', 'get', 'lost', 'distraction', 'tragedy', 'loss', 'world', 'thankyoufather', 'even', 'sleep', 'goodnight', 'http', 'co', 'ra1dphb7tf', 'rt', 'elle_eff247', 'goodnight', 'http', 'co', 'ib4glrqoji', 'rt', 'elle_eff247', 'give', 'light', 'darkness', 'disappear', 'desiderius', 'erasmus', 'http', 'co', '8ocgmjo5to', 'rt', 'elle_eff247', 'light', 'shineth', 'darkness', 'darkness', 'comprehended', 'john', '1', '5', 'kjv', 'rt', 'elle_eff247', 'spake', 'jesus', 'unto', 'saying', 'light', 'world', 'followeth', 'shall', 'walk', 'darkness', 'b', 'rt', 'elle_eff247', 'ready', 'reward', 'kingdom', 'everlasting', 'light', 'shall', 'shine', 'upon', 'evermore', '2', 'esdras', '2', '35', 'http', 'rt', 'elle_eff247', 'http', 'co', 'yrritwwbz0', 'http', 'co', 'h9q7zwhm9p', 'rt', 'elle_eff247', '1', 'peter', '5', '10', 'http', 'co', 'fhmaeclso2', 'peter', '5', '10', 'dailyverse', 'http', 'co', '1pf77hnhej', 'rt', 'elle_eff247', 'thankyoufather', 'http', 'co', 'zeog62jzbe', 'rt', 'elle_eff247', 'http', 'co', 'outddiillv', 'rt', 'elle_eff247', 'quotemeal', 'friday', 'november', '27', '2020', 'thankyoufather', 'http', 'co', 'pxl8oqch2p', 'rt', 'elle_eff247', 'wait', 'lord', 'good', 'courage', 'shall', 'strengthen', 'thine', 'heart', 'wait', 'say', 'lord', 'psalm', '27', '14', 'http', 'rt', 'elle_eff247', 'let', 'heart', 'troubled', 'afraid', 'http', 'co', 'eiepycrrzu']
1213657926717435904;['http', 'co', 'qrtbxrchda', 'joe', 'exotic', 'disappointed', 'get', 'pardon', 'carole', 'baskin', 'thankful', 'http', 'co', 'uc8ddfgbbw', 'cop', 'investigating', 'screaming', 'match', 'kellyanne', 'conway', 'daughter', 'claudia', 'http', 'co', '5sr3oyxeff', 'http', 'co', 'hxkgosy6ug', 'steel', 'help', 'italy', 'http', 'co', 'rj9mnrpzfj', 'w_terrence', 'man', 'laptop', 'italy', 'stole', 'whole', 'election', 'away', 'republican', 'party', 'rt', 'w_terrence', 'lot', 'liberal', 'say', 'vote', 'past', 'election', 'thought', 'joe', 'biden', 'racist', 'lazy', 'vo', 'exclusive', 'biden', 'made', 'america', 'le', 'safe', 'single', 'pen', 'stroke', 'say', 'former', 'cbp', 'head', 'http', 'co', 'qwkmemtk7p', 'rt', 'freedomlit', 'saturday', 'night', 'patriot', 'follow', 'let', 'unite', 'grow', 'retweet', 'drop', 'handle', 'follow', 'http', 'co', '5aoeyhufhm', 'http', 'co', 'ihcfew5ftf', 'rt', 'jackposobiec', 'people', 'voted', 'guy', 'increased', 'insulin', 'price', 'day', 'one', 'name', 'joe', 'biden', 'rt', 'jackposobiec', 'know', 'need', 'hear', '1947', 'walt', 'disney', 'went', 'washington', 'dc', 'testify', 'communist', 'taking', 'rt', 'lexxstones', 'yes', 'yes', 'yeeesssss', 'know', 'biden', 'gonna', 'gangster', 'disciple', 'leader', 'sentenced', 'prison', 'atlanta', 'georgia', 'http', 'co', '8lytjbpa5r', 'american', 'patriot', 'sit', 'watch', 'destroy', 'america', 'within', 'lure', 'executive', 'order', 'http', 'co', 'gp0m95ets4', 'back', 'shortly', 'http', 'co', '31skhmndoy', 'worst', 'cook', 'america', 'star', 'talked', 'child', 'abuse', 'stand', 'charged', 'killing', 'daughter', 'http', 'co', 'fqdlzobfsk', 'cali_cris1', 'think', 'q', 'paid', 'one', 'power', 'bill', 'vtbirkenstock', 'caterinobob', 'weekend', 'young']
1072342620024815622;['elsinbama', 'eo', 'even', 'making', 'registry', 'mention', 'team', 'denied', 'access', 'pentago', 'http', 'co', 'efcsaiyj7n', 'sf2cntralvalley', 'yea', 'saw', 'gynecologist', 'sure', 'look', 'sunny', 'inauguration', 'apparently', 'held', 'capital', 'http', 'co', 'gyeb0f2w1v', 'bullshit', 'bitch', 'arrested', '2', 'week', 'ago', 'http', 'co', 'xka7poytsb', 'http', 'co', 'zpdkiicilo', 'rt', 'shezagem', 'wonder', 'lemon', 'law', 'applies', 'installed', 'president', 'rt', 'arizonajewels', '2n26rtr', 'know', 'basement', 'home', 'body', 'kind', 'guy', 'afraid', 'geez', 'imagine', 'dc', 'rt', 'perspicaciousxy', 'joe', 'biden', 'wear', 'ear', 'piece', 'told', 'say', 'also', 'idea', 'signing', 'stupid', 'fuck', 'http', 'co', 'cdpvvkspns', 'mamacat2u', 'weird', 'right', 'biden', 'seen', 'white', 'house', 'since', 'wednesday', 'like', 'ground', 'outside', 'maybe', 'seems', 'kinda', 'odd', 'right', 'one', 'le', 'robert', 'reich', 'would', 'fantastic', 'get', 'http', 'co', 'y1oeeuomwp', 'rt', 's_o_l_o_m_a_n', 'part', '1', 'need', 'go', 'viral', 'http', 'co', 'jniootsreh', 'marshablackburn', 'quit', 'bitching', 'helped', 'put', 'hope', 'burn', 'hell', 'quit', 'bitching', 'helped', 'put', 'hope', 'burn', 'hell', 'http', 'co', 'sokw63xed5', 'jbar4dt', 'sassyladyfromva', 'source', 'validation', 'get', 'info', 'marshablackburn', 'eat', 'fucking', 'dick', 'voted', 'certify', 'stupid', 'bastard', 'give', 'bucket', 'piss', 'future', 'eat', 'fucking', 'dick', 'voted', 'certify', 'stupid', 'bastard', 'give', 'bucket', 'piss', 'future', 'http', 'co', 'sokw63xed5', 'speakerpelosi', 'fucking', 'ignorant', 'impeaching', 'private', 'citizen', 'gonna', 'burn', 'ground', 'ho', 'http', 'co', 'vghjcyemw6', 'fucking', 'ignorant', 'impeaching', 'private', 'citizen', 'gonna', 'burn', 'ground', 'hope', 'someone', 'piss', 'http', 'co', 'smdzmdysbm']
162747537;['rt', 'latamfortrump', 'leak', '70', 'republican', 'party', 'many', 'leave', 'party', 'go', 'president', 'trump', 'p', 'attention', 'patriot', 'rt', 'want', 'censorship', 'end', 'president', 'trump', 'return', 'twitter', 'http', 'co', 'kodmfle2zx', 'rt', 'amykremer', 'alaskan', 'deserve', 'better', 'time', 'traitor', 'defeated', 'replaced', 'someone', 'represent', 'alaskan', 'rt', 'latamfortrump', 'president', 'trump', 'end', 'term', '900', '000', '000', 'le', 'fortune', 'administration', 'began', 'donated', 'e', 'rt', 'jjauthor', 'full', 'list', 'every', 'lie', 'joe', 'biden', 'told', 'president', 'http', 'co', 'w5ailktcyn', 'rt', 'katiedaviscourt', 'new', 'speaking', 'seattle', 'district', 'attorney', 'pete', 'holmes', 'seattlepd', 'chief', 'diaz', 'announced', 'start', 'pr', 'rt', 'kyliejanekremer', '3', 'day', 'since', 'biden', 'sworn', 'done', 'help', 'help', 'american', 'people', 'rt', 'amykremer', 'unemployed', '1', 'read', 'mean', 'tweet', '2', 'sit', 'around', 'day', 'talk', 'orange', 'rt', 'kyliejanekremer', 'fracking', 'lie', 'rt', 'amykremer', 'tomorrow', 'birthday', 'starting', 'celebrate', 'today', 'eating', 'chickfila', 'lunch', 'ordering', 'new', 'pillow', 'rt', 'amykremer', 'one', 'love', 'men', 'amp', 'woman', 'uniform', 'law', 'enforcement', 'officer', 'like', 'president', 'donald', 'j', 'trump', 'rt', 'amykremer', 'time', 'expose', 'defeat', 'traitor', 'rt', 'latamfortrump', 'joe', 'biden', 'never', 'campaigned', 'joe', 'biden', 'never', 'plan', 'covid', '19', 'joe', 'biden', 'create', 'vaccine', 'joe', 'biden', 'rt', 'amykremer', 'oh', 'nice', 'mean', 'tweet', 'newsmax', 'impeachmentbidennow', 'http', 'co', 'y04odbvham', 'rt', 'amykremer', 'gab', 'follow', 'amykremer', 'rt', 'latamfortrump', 'lying', 'trade', '47', 'year', 'basement', 'campaign', 'massive', 'fraud', 'rin', 'leak', '70', 'republican', 'party', 'many', 'leave', 'party', 'go', 'president', 'trum', 'http', 'co', 'phb0rnmwka', 'president', 'trump', 'creates', 'political', 'party', 'exodus', '70', 'republican', 'party', 'biden', 'china', 'http', 'co', 'gcvcps3ods', 'rt', 'seanhannity', 'patriot', 'party', 'wsj', 'report', 'claim', 'trump', 'considering', 'starting', 'new', 'political', 'party', 'http', 'co', 'aidalferrs']
993276564;['rt', 'nancydeluca11', 'convenient', 'w', 'h', 'modifies', 'testing', 'criterion', 'make', 'biden', 'number', 'look', 'better', 'trump', 'rt', 'barronjohn1946', 'breaking', 'news', 'signed', 'executive', 'order', 'directing', 'authority', 'reinstall', 'diet', 'coke', 'button', 'oval', 'rt', 'pingbo81', 'patriot', 'unite', '210118a', 'pingbo81', 'dorisberriz', 'magaawe', 'ga_djt', 'dollface4_more', 'pingbo82', 'luman_', 'robsjoshb', 'mrblack11111', 'ettore36565719', 'barrongiuliani', 'l', 'ironia', 'evita', 'gli', 'sconforto', 'e', 'permette', 'di', 'vedere', 'cose', 'che', 'con', 'morale', 'riserva', 'http', 'co', 'm7ulckjr7v', 'ettore36565719', 'barrongiuliani', 'l', 'ironia', 'non', 'contemplata', 'nei', 'messaggi', 'rt', 'notbarron1946', 'http', 'co', '96cqxxvpkg', 'rt', 'jennaellisesq', 'rt', 'miss', 'president', 'trump', 'rt', 'notmypillowguy', 'c', 'mon', 'patriot', 'gotta', 'admit', 'k', 'pop', 'stans', 'hysterical', 'impeachbidennow', 'blinkforever', 'rt', 'notmypillowguy', 'got', 'one', 'final', 'selfie', 'whitehouse', 'potus', 'got', 'booted', 'http', 'co', 'y7yji5oyuh', 'rt', 'melaniabarron6', '1', '20', 'farewell', 'party', 'special', 'guest', 'sensanders', 'barrongiuliani', 'bailed', 'berniememes', 'http', 'co', 'rt', 'melaniabarron6', 'wine', 'night', 'girl', 'sensanders', 'berniememes', 'http', 'co', 'rkfgxn1bgc', 'rt', 'dongaldtrunk', 'take', '911', 'event', 'blamed', 'p47r10t', 'country', 'go', 'nazi', 'education', 'understand', 'impor', 'rt', 'barron_barron06', 'truth', 'reality', 'created', 'brand', 'new', 'timeline', 'living', 'manipulate', 'ti', 'rt', 'barron_barron06', 'time', 'machine', 'worked', 'travelled', 'back', '1880', 'published', 'memoir', 'named', 'baron', 'trump', 'marvellous', 'undergr', 'barron_barron06', 'http', 'co', 'zmww1tgrry', 'rt', 'barron_barron06', 'nearly', '3', '30', 'keep', 'finding', 'even', 'crazier', 'thing', 'mirror', 'maze', 'keep', 'running', 'around', 'c', 'rt', 'barron_barron06', 'inside', 'deep', 'maze', 'white', 'house', 'basement', 'seems', 'like', 'day', 'want', 'imp', 'rt', 'barrongiuliani', 'wearing', 'dress', 'looked', 'like', 'nonna', 'paula', '1950s', 'kitchen', 'tile', 'want', 'get', 'away', 'camera', 'barrongiuliani', 'melaniabarron6', 'barronwbarron06', 'barronn1946', 'melaniabarron70', 'rt', 'barrongiuliani', 'melaniabarron6', 'barronwbarron06', 'barronn1946', 'melaniabarron70', 'deal', 'deal', 'gave', 'probono', 'work', 'year', 'ago', 'onl']
277018759;['legendaryenergy', 'deceived', 'rt', 'mrandyngo', 'justin', 'william', 'bowen', '25', 'arrested', 'fourth', 'time', 'blm', 'antifa', 'j20', 'violent', 'protest', 'charged', 'w', 'reckless', 'rt', 'opinionsmiown', 'call', 'christian', 'church', 'need', 'help', 'government', 'fine', 'charge', 'merely', 'trying', 'rt', 'insidevaccines', 'illegal', 'immoral', 'dangerous', 'discus', 'treatment', 'covid', 'vaccinating', 'everyone', 'rt', 'legendaryenergy', 'x22', 'report', 'spent', 'year', 'telling', 'audience', 'biden', 'would', 'never', 'president', 'amp', 'would', 'arrested', 'soon', 'g', 'rt', 'legendaryenergy', 'guy', 'work', 'satan', 'know', 'lot', 'disinfo', 'whole', 'broadcast', 'disinformation', 'operation', 'rt', 'utobian', 'pharma', 'fascist', 'af', 'rt', 'legendaryenergy', 'politifact', 'pr', 'team', 'democrat', 'unbiased', 'fact', 'checker', 'rt', 'jim_jordan', 'new', 'biden', 'immigration', 'order', 'release', '14', '195', 'detainee', 'custody', '71', 'percent', 'convicted', 'criminal', 'h', 'rt', 'mslove_tlb', 'joe', 'biden', 'erased', 'woman', 'listen', 'love', 'donaldjtrumpjr', 'talking', 'amp', 'speaking', 'woman', 'rt', 'utobian', 'first', 'came', 'andy', 'amp', 'judy', 'elite', 'scientist', 'figured', 'came', 'mom', 'amp', 'dad', 'beca', 'data', 'clearly', 'show', 'npis', 'especially', 'mask', 'mandate', 'work', 'fact', 'politician', 'continue', 'p', 'http', 'co', '2axghiaau1', 'rt', 'gregmannarino', 'notice', 'pfizer', 'stock', 'shareholder', 'come', 'monday', 'liquidating', 'entire', 'position', 'using', 'chil', 'rt', 'michaelbarden8', 'doctor', 'lie', 'patient', 'family', 'cause', 'loved', 'one', 'death', 'cause', 'residual', 'effect', 'soc', 'rt', 'leesmithdc', 'nation', 'constitution', 'document', 'tradition', 'manner', 'more', 'destroyed', 'worthless', 'piece', 'brans7jeanne', 'power', 'name', 'jesus', 'rt', 'drmadej', 'http', 'co', 'gkvaph8aid', 'insane', 'happened', 'good', 'sound', 'science', 'first', 'harm', 'nuremberg', 'code', 'rt', 'childrenshd', 'long', 'past', 'time', 'cdc', 'official', 'opened', 'robust', 'vaccine', 'safety', 'datalink', 'public', 'better', 'understand', 'legendaryenergy', 'rt', 'drcraigwax', 'glad', 'hear', 'rutgersnjaes', 'rutgersu', 'alma', 'mater', 'get', 'school', 'open', 'person', 'learning', 'force', 'emergency', 'u']
21785269;['rt', 'realmattcouch', 'exclusive', 'meltdown', 'fbi', 'admits', '20', '000', 'page', 'seth', 'rich', 'laptop', 'year', 'denial', 'http', 'co', 'dmuq6eg6', 'rt', 'jennaellisesq', 'wait', 'check', 'campaign', 'promise', 'rt', 'kylenabecker', 'may', 'able', 'stop', 'revolution', 'redirect', 'want', 'go', 'rt', 'crystalcarterl', 'bidens', 'fired', 'wh', 'doorman', 'absolutely', 'reason', 'like', 'fired', 'surgeon', 'general', 'hope', 'gentle', 'rt', 'donaldjtrumpjr', 'surprised', 'waited', 'full', '2', 'day', 'biden', 'admin', 'take', 'boot', 'neck', 'small', 'business', 'disgust', 'rt', 'joes_warren', 'joshdcaplan', 'even', 'month', 'destroying', 'economy', 'rt', 'tdholmes17', 'joshdcaplan', 'mean', 'getting', 'voted', 'imagine', 'shock', 'rt', 'joshdcaplan', 'albuquerque', 'n', 'ap', 'president', 'joe', 'biden', '60', 'day', 'moratorium', 'new', 'oil', 'natural', 'gas', 'lease', 'drilling', 'permit', 'rt', 'scottbaio', 'http', 'co', 'y4r06qlvjq', 'realmattcouch', 'leadpastor', 'annakhait', 'sassychickie', 'fuctupmike', 'lonestarcjaye', 'sweettlouise', 'lindyannhopley', 'http', 'co', 'fsrnprdpdd', 'rt', 'realmattcouch', 'http', 'co', 'frmgbexnco', 'rt', 'crystalcarterl', 'jackposobiec', 'bobulinski', 'q', 'clearance', 'anyone', 'heard', 'crystalcarterl', 'crimsontider', 'sampark1980', 'tammy_ga', 'always', 'believe', 'collins', 'trump', 'amp', 'cheated', 'rt', 'crystalcarterl', 'crimsontider', 'sampark1980', 'tammy_ga', 'great', 'job', 'truly', 'appreciate', 'think', 'given', 'senate', 'rt', 'jefprice', 'lin', 'wood', 'crushed', 'call', 'absolutely', 'destroying', 'lol', 'rt', 'waynedupreeshow', 'dem', 'voter', 'already', 'buyer', 'remorse', 'ga', 'http', 'co', 'gi6k9dyw1o', 'rt', 'raheemkassam', 'kaboom', 'http', 'co', 'zulijxekel', 'rt', 'crystalcarterl', 'raheemkassam', 'right', 'knew', 'penny', 'realmattcouch', 'oops', 'already', 'rt', 'cbs_herridge', 'nationalguard', 'statement', 'maintaining', '5k', 'mid', 'march', 'continue', 'work', 'meet', 'final', 'post', 'inauguration']
1223397450;['rt', 'realcandaceo', 'incredibly', 'exciting', 'time', 'tech', 'entrepreneur', 'half', 'country', 'amp', 'world', 'looking', 'john', 'weaver', 'founder', 'lincoln', 'project', 'accused', 'grooming', 'young', 'men', 'rape', 'national', 'pulse', 'http', 'co', 'rnueqidt2w', 'rt', 'mikepompeo', 'silencing', 'speech', 'dangerous', 'un', 'american', 'sadly', 'new', 'tactic', 'left', 'worked', 'silence', 'oppo', 'rt', 'mikepompeo', 'create', 'echo', 'chamber', 'http', 'co', 'apda37qks0', 'rt', 'hollandcourtney', 'private', 'company', 'want', 'every', 'business', 'across', 'america', 'open', 'right', 'rt', 'donaldjtrumpjr', 'good', 'see', 'still', 'people', 'cower', 'medium', 'mob', 'pompeo', 'stand', 'trump', 'proud', 'acc', 'rt', 'ryangirdusky', 'maybe', 'start', 'talking', 'one', 'founding', 'member', 'lincoln', 'project', 'offering', 'job', 'young', 'men', 'excha', 'rt', 'realmattcouch', 'pray', 'president', 'trump', 'rt', 'realmattcouch', 'never', 'donate', 'gop', 'ever', 'ever', 'rt', 'richardgrenell', 'afraid', 'belief', 'confronted', 'rt', 'richardgrenell', 'told', 'private', 'company', 'small', 'business', 'owner', 'make', 'cake', 'gay', 'wedding', 'today', 'defend', 'twi', 'rt', 'newsmax', 'georgepapa19', 'say', 'interested', 'see', 'whether', 'merrick', 'garland', 'recuses', 'impedes', 'bob', 'durham', 'inves', 'rt', 'georgepapa19', 'approved', 'speech', 'free', 'speech', 'dangerous', 'precedent', 'attempted', 'undue', 'democracy', 'know', 'rt', 'bernardkerik', 'know', 'everyone', 'soon', 'marching', 'capitol', 'building', 'peacefully', 'patriotically', 'make', 'v', 'rt', 'catturd2', 'lindseygrahamsc', 'freaking', 'serious', 'chance', 'blew', 'rt', 'realcandaceo', 'one', 'year', 'left', 'normalized', 'shutting', 'business', 'shutting', 'church', 'force', 'masking', 'citizen', 'censoring', 'rt', 'schmittnyc', 'twitter', 'going', 'full', 'china', 'rt', 'dwayneray9', 'navywifeal', 'dbongino', 'bernardkerik', 'think', 'share', 'sentiment', 'much', 'dislike', 'going', 'keep', 'dbongino', 'bernardkerik', 'trump', 'need', 'move', 'parler', 'done', 'twitter']
920436714535116800;['duanehunt15', 'donaldjtrumpjr', 'binging', 'nixw20', 'first', 'pet', 'rock', 'bernie', 'meme', 'next', 'lol', 'rt', 'nixw20', 'okay', 'time', 'come', 'let', 'collectively', 'purge', 'bernie', 'madness', 'let', 'post', 'bernie', 'mitten', 'purg', 'rt', 'nixw20', 'http', 'co', '3wftkn9gkr', 'osda4life', 'huffmanfornc', 'thank', 'scott', 'renegade105', 'thank', 'saltlifega', 'veganunityday', 'lol', 'disappeared', 'belly', 'family', 'love', 'veggie', 'sidewalkpirate', 'grampayour', 'gmulrine', 'let', 'daughter', 'know', 'ty', 'vegix', 'thank', 'v', 'ticktocktraitor', 'gratefulamw', 'ty', 'jennobenno', 'thanks', 'jenn', 'peacein2021', 'thank', 'laurenboebert', 'mcdonald', 'original', 'protest', '2012', '15', 'president', 'biden', 'pushing', '15', 'federal', 'w', 'http', 'co', 'swnqyj7uir', 'shillman1', 'pretty', 'much', 'every', 'night', 'wdiv', 'detroit', 'rt', 'shillman1', 'watch', 'local', 'news', 'often', 'veganunityday', 'cabbage', 'carrot', 'onion', 'disappeared', 'tonight']
